Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Dense Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Dense Copper Ore
appliedenergistics2:facade:0, Cable Facade - Dense Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Dense Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Dense Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Dense Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Dense Gold Ore
appliedenergistics2:facade:0, Cable Facade - Dense Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dense Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Dense Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Dense Lead Ore
appliedenergistics2:facade:0, Cable Facade - Dense Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Dense Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - Dense Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dense Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Dense Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Dense Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dense Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Dense Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Dense Silver Ore
appliedenergistics2:facade:0, Cable Facade - Dense Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dense Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Luminessence
appliedenergistics2:facade:0, Cable Facade - Block of Nether Stars
appliedenergistics2:facade:0, Cable Facade - Block of Crystaltine
appliedenergistics2:facade:0, Cable Facade - Block of The Ultimate
appliedenergistics2:facade:0, Cable Facade - Block of Ender
appliedenergistics2:facade:0, Cable Facade - Block of Ender Stars
appliedenergistics2:facade:0, Cable Facade - Block of Enhanced Ender
appliedenergistics2:facade:0, Cable Facade - Black Iron Frame
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Black Iron Lamp
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Block of Black Iron
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Verde
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Azul
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Amarelo
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Vermelho
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Vermelho (Alt)
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Intersecao Vermelho-Verde
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Intersecao Vermelho-Amarelo
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Intersecao Vermelho-Azul
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Intersecao Amarelo-Verde
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Intersecao Amarelo-Azul
appliedenergistics2:facade:0, Cable Facade - Bloco do Metro - Intersecao Verde-Azul
appliedenergistics2:facade:0, Cable Facade - Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Anglesite Ore
appliedenergistics2:facade:0, Cable Facade - Benitoite Ore
appliedenergistics2:facade:0, Cable Facade - Yellorium Block
appliedenergistics2:facade:0, Cable Facade - Cyanite Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Blutonium Block
appliedenergistics2:facade:0, Cable Facade - Ludicrite Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Asphalt Concrete
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium Essence
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium Essence
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium Essence
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium Essence
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium Essence
appliedenergistics2:facade:0, Cable Facade - Block of Prosperity
appliedenergistics2:facade:0, Cable Facade - Block of Base Essence
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium
appliedenergistics2:facade:0, Cable Facade - §dBlock of Soulium
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium Coal
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium Coal
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium Coal
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium Coal
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium Coal
appliedenergistics2:facade:0, Cable Facade - Soulstone
appliedenergistics2:facade:0, Cable Facade - Cobbled Soulstone
appliedenergistics2:facade:0, Cable Facade - Polished Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Slab Block
appliedenergistics2:facade:0, Cable Facade - Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - Nether Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - End Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - §eInferium Ore
appliedenergistics2:facade:0, Cable Facade - §eNether Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eEnd Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eGrowth Accelerator
appliedenergistics2:facade:0, Cable Facade - Mystical Machine Frame
appliedenergistics2:facade:0, Cable Facade - Glowstone Lamp
appliedenergistics2:facade:0, Cable Facade - Creative Tab Block
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - Nether Mithril Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - End Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - End Copper Ore
appliedenergistics2:facade:0, Cable Facade - End Iridium Ore
appliedenergistics2:facade:0, Cable Facade - End Lead Ore
appliedenergistics2:facade:0, Cable Facade - End Mithril Ore
appliedenergistics2:facade:0, Cable Facade - End Nickel Ore
appliedenergistics2:facade:0, Cable Facade - End Platinum Ore
appliedenergistics2:facade:0, Cable Facade - End Silver Ore
appliedenergistics2:facade:0, Cable Facade - End Tin Ore
appliedenergistics2:facade:0, Cable Facade - End Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Osmium Ore
appliedenergistics2:facade:0, Cable Facade - End Uranium Ore
appliedenergistics2:facade:0, Cable Facade - End Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - End Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - End Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Quartz Ore
appliedenergistics2:facade:0, Cable Facade - End Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Ardite Ore
appliedenergistics2:facade:0, Cable Facade - End Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Overworld Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - End Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Heart Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Snad
appliedenergistics2:facade:0, Cable Facade - Red Snad
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Red Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Brown Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Orange Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Yellow Autumnal Leaves
appliedenergistics2:facade:0, Cable Facade - Fir Leaves
appliedenergistics2:facade:0, Cable Facade - Fir Wood
appliedenergistics2:facade:0, Cable Facade - Fir Wood Planks
appliedenergistics2:facade:0, Cable Facade - Red Rock
appliedenergistics2:facade:0, Cable Facade - Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Red Rock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Crag Rock
appliedenergistics2:facade:0, Cable Facade - Crag Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Crag Rock Bricks
appliedenergistics2:facade:0, Cable Facade - Crag Rock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Restonia Crystal Block
appliedenergistics2:facade:0, Cable Facade - Palis Crystal Block
appliedenergistics2:facade:0, Cable Facade - Diamatine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Void Crystal Block
appliedenergistics2:facade:0, Cable Facade - Emeradic Crystal Block
appliedenergistics2:facade:0, Cable Facade - Enori Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Restonia Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Palis Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Diamatine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Void Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Emeradic Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Enori Crystal Block
appliedenergistics2:facade:0, Cable Facade - Ethetic Green Block
appliedenergistics2:facade:0, Cable Facade - Ethetic Quartz
appliedenergistics2:facade:0, Cable Facade - White Lamp
appliedenergistics2:facade:0, Cable Facade - Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - White Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Orange Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Magenta Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Light Blue Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Yellow Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Lime Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Pink Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Gray Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Light Gray Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Cyan Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Purple Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Blue Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Brown Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Green Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Red Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Black Lamp (On)
appliedenergistics2:facade:0, Cable Facade - Lamp Controller
appliedenergistics2:facade:0, Cable Facade - Treasure Chest
appliedenergistics2:facade:0, Cable Facade - Pillar of Black Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Block of Black Quartz
appliedenergistics2:facade:0, Cable Facade - Block of Black Quartz
appliedenergistics2:facade:0, Cable Facade - Black Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Wood Casing
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Enderpearl
appliedenergistics2:facade:0, Cable Facade - Casing
appliedenergistics2:facade:0, Cable Facade - Ender Casing
appliedenergistics2:facade:0, Cable Facade - Iron Casing
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Sticky Ore
appliedenergistics2:facade:0, Cable Facade - Machine Casing
appliedenergistics2:facade:0, Cable Facade - Block of Quartz Enriched Iron
appliedenergistics2:facade:0, Cable Facade - EFab Base
appliedenergistics2:facade:0, Cable Facade - Litherite
appliedenergistics2:facade:0, Cable Facade - Litherite Paver
appliedenergistics2:facade:0, Cable Facade - Litherite Bricks
appliedenergistics2:facade:0, Cable Facade - Litherite Tiles
appliedenergistics2:facade:0, Cable Facade - Erodium
appliedenergistics2:facade:0, Cable Facade - Erodium Paver
appliedenergistics2:facade:0, Cable Facade - Erodium Bricks
appliedenergistics2:facade:0, Cable Facade - Erodium Tiles
appliedenergistics2:facade:0, Cable Facade - Kyronite
